country,year,CAPB_1,CAPB,bp_adj_new,bp_success_new,bp_success_new_first,rapid_adj_c,unemp_rate,short_term_i,gross_fin_liab,debtgdp_wb,debtgdp,gov_bond_int,gdp_growth,cpi_inflation_rate,gdp_value,payment_min_i,receipts_min_i,totalseats,govoth,numgov,numvote,herfgov,govfrac,efw_total,gov_crises,cabinet_change,number_spending_ministers,potrafke_ideology,election,exo,endo,month,ngov1rlc,ngov2rlc,ngov3rlc,ngov4rlc,ngov5rlc,ngov6rlc,ngov1seat,ngov2seat,ngov3seat,ngov4seat,ngov5seat,ngov6seat,nnum_gov_seats
finland,1978,6.215886,4.095387,,,,0,7.138196,8.575833,13.26962,4.946381,13.26962,9.799167,2.501141,7.8,2.48E+10,9.48E+09,1.07E+10,164,2,152,70.7,0.2691092,0.7357311,6.34,1,0,11,3,0,0,0,,1,1,2,,,,54,40,39,,,,133
finland,1979,4.095387,2.508389,,,,0,5.824138,8.520833,14.20982,,14.20982,9.499166,6.72318,7.5,2.87E+10,1.07E+10,1.20E+10,154,1,142,65.7,0.303412,0.7015283,6.42,1,1,14,3,1,1,0,3,1,1,2,,,,54,40,39,,,,133
finland,1980,2.508389,2.014465,,,,0,4.603056,12.31667,13.69561,,13.69561,10.42167,5.089278,11.6,3.31E+10,1.22E+10,1.39E+10,200,1,133,64.6,0.3010345,0.7042606,6.5,0,0,14,3,0,0,0,,1,2,1,,,,52,36,35,,,,123
finland,1981,2.014465,4.098015,0,0,0,0,5.059757,11.53917,14.07139,11.47689,14.07139,10.98417,1.273379,11.3,3.74E+10,1.43E+10,1.66E+10,200,1,133,64.6,0.3010345,0.7042606,6.56,0,1,14,3,0,0,0,,1,2,1,,,,52,36,35,,,,123
finland,1982,4.098015,2.23594,0,0,0,0,5.397211,11.8075,16.42294,13.76013,16.42294,10.9875,3.096852,9.6,4.21E+10,1.65E+10,1.84E+10,200,1,133,64.6,0.3010345,0.7042606,6.62,0,1,14,3,0,0,0,,1,2,1,,,,52,36,35,,,,123
finland,1983,2.23594,0.8096742,0,0,0,0,5.464228,14.59,17.96016,15.30809,17.96016,10.76,3.069206,8.4,4.70E+10,1.92E+10,2.05E+10,193,0,98,46.1,0.4269055,0.5790027,6.68,0,1,13,3,1,1,0,3,1,2,3,,,,52,36,10,,,,98
finland,1984,0.8096742,2.600547,0,0,0,0,5.239035,16.5,17.359,15.12432,17.359,11.11583,2.987037,7.1,5.25E+10,2.16E+10,2.38E+10,199,1,122,58.6,0.3414405,0.6640022,6.74,0,0,13,3,0,0,0,,1,2,3,,,,57,38,10,,,,105
finland,1985,2.600547,2.417671,0,0,0,0,5.069929,13.46417,18.43385,15.80271,18.43385,10.65083,3.227396,5.2,5.71E+10,2.45E+10,2.69E+10,199,1,122,58.6,0.3414405,0.6640022,6.8,0,0,13,3,0,0,0,,1,2,3,,,,57,38,10,,,,105
finland,1986,2.417671,2.434891,0,0,0,0,5.39924,12.73583,19.42735,16.4156,19.42735,8.914166,2.754394,2.9,6.15E+10,2.69E+10,2.97E+10,199,1,122,58.6,0.3414405,0.6640022,6.84,0,0,13,3,0,0,0,,1,2,3,,,,57,38,10,,,,105
finland,1987,2.434891,-0.2746115,0,0,0,0,5.117457,10.0325,19.94653,17.6225,19.94653,7.909167,3.619126,4.1,6.68E+10,2.95E+10,3.12E+10,199,1,122,58.6,0.3414405,0.6640022,6.88,0,1,15,3,1,1,0,3,1,3,3,3,,,56,53,13,9,,,131
finland,1988,-0.2746115,2.166547,0,0,0,0,4.554467,9.965834,18.83254,16.51363,18.83254,10.5575,5.153494,5.1,7.58E+10,3.22E+10,3.70E+10,197,1,131,59.1,0.3609929,0.6439225,6.92,0,0,15,3,0,0,0,,1,3,3,3,,,56,53,13,9,,,131
finland,1989,2.166547,2.378599,0,0,0,0,4.431024,12.55667,16.56247,14.2749,16.56247,12.08583,5.417373,6.6,8.47E+10,3.52E+10,4.09E+10,197,1,131,59.1,0.3609929,0.6439225,6.96,0,0,15,3,0,0,0,,1,3,3,3,,,56,53,13,9,,,131
finland,1990,2.378599,0.9348179,0,0,0,0,4.556798,13.99667,16.4008,13.83859,16.4008,13.20898,0.1424685,6.1,8.92E+10,4.02E+10,4.48E+10,197,1,131,59.1,0.3609929,0.6439225,7,0,1,15,3,0,0,0,,1,3,3,3,,,56,53,13,9,,,131
finland,1991,0.9348179,-2.00495,0,0,0,0,8.042764,13.07917,24.81164,21.89963,24.81164,11.71167,-6.000686,4.3,8.51E+10,4.55E+10,4.44E+10,201,1,108,50.4,0.4089506,0.5965732,7.1,0,1,14,2,1,1,0,3,2,3,3,,,,55,40,12,,,,107
finland,1992,-2.00495,-3.817348,0,0,0,0,13.03117,13.25167,44.64791,39.36081,44.64791,11.9725,-3.484919,2.9,8.30E+10,4.85E+10,4.33E+10,201,1,108,50.4,0.4089506,0.5965732,7.2,0,0,14,2,0,0,0,,2,3,3,,,,55,40,12,,,,107
finland,1993,-3.817348,-4.046666,0,0,0,0,17.61903,7.773334,57.76297,54.22551,57.76297,8.825,-0.8117033,2.2,8.39E+10,4.91E+10,4.32E+10,201,1,108,50.4,0.4089506,0.5965732,7.3,0,0,14,2,0,0,0,,2,3,3,,,,55,40,12,,,,107
finland,1994,-4.046666,-2.217796,0,0,0,0,17.87423,5.35,60.66744,56.53201,60.66744,9.036667,3.654728,1.1,8.84E+10,5.05E+10,4.74E+10,201,1,108,50.4,0.4089506,0.5965732,7.4,0,0,13,2,0,0,0,,2,3,3,,,,55,40,12,,,,107
finland,1995,-2.217796,-2.792505,1,1,1,0,16.70148,5.75,65.25964,55.51761,65.25964,8.791667,3.960386,0.8,9.60E+10,5.24E+10,5.00E+10,201,1,108,50.4,0.4089506,0.5965732,7.5,0,1,15,3,1,1,0,3,1,3,1,1,3,,63,39,22,9,12,,145
finland,1996,-2.792505,-0.0761835,1,1,0,0,15.86955,3.625,66.2219,55.72274,66.2219,7.076667,3.570404,0.6,9.91E+10,5.36E+10,5.32E+10,201,3,146,69,0.2878276,0.7170839,7.54,0,0,15,3,0,0,0,,1,3,1,1,3,,63,39,22,9,12,,145
finland,1997,-0.0761835,0.9374685,1,1,0,1,12.76915,3.231667,64.66171,52.85395,64.66171,5.9575,6.205731,1.2,1.07E+11,5.53E+10,5.64E+10,201,3,146,69,0.2878276,0.7170839,7.58,0,0,15,3,0,0,0,,1,3,1,1,3,,63,39,22,9,12,,145
finland,1998,0.9374685,3.045403,1,1,0,1,11.42571,3.568333,61.23555,47.6186,61.23555,4.7875,5.030128,1.4,1.17E+11,5.67E+10,6.10E+10,201,3,146,69,0.2878276,0.7170839,7.62,0,0,15,3,0,0,0,,1,3,1,1,3,,63,39,22,9,12,,145
finland,1999,3.045403,2.797412,0,0,0,0,10.25432,2.9635,54.87951,45.66428,54.87951,4.7225,3.908371,1.2,1.22E+11,5.81E+10,6.30E+10,201,3,146,69,0.2878276,0.7170839,7.66,0,1,16,3,1,1,0,3,1,3,1,1,3,,51,46,20,11,11,,139
finland,2000,2.797412,7.095921,0,0,0,0,9.813732,4.391767,52.41087,43.79288,52.41087,5.4825,5.323751,3,1.32E+11,5.94E+10,7.02E+10,200,2,139,67.37,0.2773666,0.7278699,7.7,0,0,16,3,0,0,0,,1,3,1,1,3,,51,46,20,11,11,,139
finland,2001,7.095921,5.185422,0,0,0,0,9.144954,4.261783,49.93211,42.46023,49.93211,5.043334,2.283747,2.6,1.39E+11,6.20E+10,7.04E+10,200,2,139,67.37,0.2773666,0.7278699,7.6,0,0,16,3,0,0,0,,1,3,1,1,3,,51,46,20,11,11,,139
finland,2002,5.185422,4.287203,0,0,0,0,9.114491,3.318592,49.46574,41.46791,49.46574,4.980834,1.83413,1.6,1.44E+11,6.61E+10,7.27E+10,200,2,139,67.37,0.2773666,0.7278699,7.7,0,0,16,3,0,0,0,,1,3,1,1,3,,51,46,20,11,11,,139
finland,2003,4.287203,3.014506,0,0,0,0,9.044987,2.333467,51.42559,44.51148,51.42559,4.135,2.012433,0.9,1.45E+11,6.92E+10,7.34E+10,200,0,117,53.32,0.4320988,0.5727969,8,0,1,16,3,1,1,0,3,2,1,3,,,,55,53,9,,,,117
finland,2004,3.014506,2.461926,0,0,0,0,8.838053,2.106333,51.46867,44.38745,51.46867,4.109167,4.125583,0.2,1.52E+11,7.22E+10,7.65E+10,200,0,117,53.32,0.4320988,0.5727969,7.9,0,0,16,3,0,0,0,,2,1,3,,,,55,53,9,,,,117
finland,2005,2.461926,2.682613,0,0,0,0,8.396817,2.184683,48.39159,41.70261,48.39159,3.350833,2.915356,0.6,1.57E+11,7.55E+10,8.00E+10,200,0,117,53.32,0.4320988,0.5727969,8,0,0,16,3,0,0,0,,2,1,3,,,,55,53,9,,,,117
finland,2006,2.682613,3.199959,0,0,0,0,7.73183,3.079225,45.59663,39.63201,45.59663,3.7825,4.411257,1.6,1.66E+11,7.83E+10,8.44E+10,200,0,117,53.32,0.4320988,0.5727969,8,0,0,16,3,0,0,0,,2,1,3,,,,55,53,9,,,,117
finland,2007,3.199959,3.263027,0,0,0,0,6.875569,4.277608,41.40535,35.15826,41.40535,4.293334,5.335191,2.5,1.80E+11,8.15E+10,9.04E+10,200,0,117,53.32,0.4320988,0.5727969,7.9,0,,18,3,1,1,0,3,2,3,3,3,,,51,50,15,9,,,125
finland,2008,3.263027,2.300289,0,0,0,0,6.383912,4.634233,40.38631,33.9393,40.38631,4.29,0.9833946,4.1,1.85E+11,8.74E+10,9.42E+10,200,1,125,58.5,0.346048,0.6592258,7.8,0,,18,3,0,0,0,,2,3,3,3,,,51,50,15,9,,,125
finland,2009,2.300289,-0.1685435,,,,0,8.264093,1.228358,51.56048,43.5225,51.56048,3.738333,-8.227208,0,1.73E+11,9.26E+10,8.80E+10,200,1,125,58.5,0.346048,0.6592258,7.8,0,,18,3,0,0,0,,2,3,3,3,,,51,50,15,9,,,125
finland,2010,-0.1685435,-0.4812262,,,,0,8.426219,0.8109583,57.58664,48.66391,57.58664,3.010833,3.643522,1.2,1.80E+11,9.57E+10,9.11E+10,200,1,125,58.5,0.346048,0.6592258,7.9,0,,18,3,0,0,0,,2,3,3,3,,,51,50,15,9,,,125
finland,2011,-0.4812262,-0.3229423,,,,0,7.862033,1.3906,61.17912,49.21008,61.17912,2.9725,3.010629,3.4,1.95E+11,9.94E+10,9.65E+10,200,1,125,58.5,0.346048,0.6592258,,,,19,3,1,1,0,4,2,3,3,3,,,51,50,15,9,,,125
finland,2012,-0.3229423,0.3569769,,,,0,7.95787,0.5731834,65.46603,53.56303,65.46603,2.85,1.440591,2.8,2.05E+11,1.03E+11,1.01E+11,200,3,125,63.17,0.2626773,0.7432688,,,,,3,,,,,3,1,1,,,,44,42,14,,,,100
finland,2013,0.3569769,0.6902564,,,,0,7.704503,0.2206667,68.53362,,68.53362,3.535,2.006416,1.5,2.12E+11,1.07E+11,1.06E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
france,1967,,,,,,,1.805689,,,16.05133,,6.706666,4.914574,2.8,8.83E+10,3.09E+10,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,0
france,1968,,,,,,,2.286506,,,15.83089,,6.950833,4.405694,4.5,9.63E+10,3.51E+10,,,,,,,,,1,2,,2,,,,,,,,,,,,,,,,,0
france,1969,,,,,,,1.973203,,44.10032,14.38802,44.10032,8.1775,7.15399,6,1.11E+11,3.99E+10,,,,,,,,,0,1,,1,,,,,,,,,,,,,,,,,0
france,1970,,,,,,,2.126996,8.925,40.55649,21.01533,40.55649,8.550834,6.145673,5.3,1.24E+11,4.42E+10,,,,,,,,6.6,1,0,17,1,,,,,,,,,,,,,,,,,0
france,1971,,,,,,,2.330236,6.286667,38.00907,20.06193,38.00907,8.421667,5.311608,5.4,1.38E+11,4.94E+10,,,,,,,,6.46,1,0,17,1,,,,,,,,,,,,,,,,,0
france,1972,,,,,,,2.415944,5.506667,35.63248,17.70642,35.63248,8.013333,4.64341,6.1,1.55E+11,5.49E+10,,,,,,,,6.32,0,1,17,1,,,,,,,,,,,,,,,,,0
france,1973,,,,,,,2.313383,9.129167,32.77382,15.82585,32.77382,8.998333,6.559434,7.4,1.77E+11,6.37E+10,,,,,,,,6.18,0,1,20,2,,,,,,,,,,,,,,,,,0
france,1974,,,,,,,2.44136,13.01917,30.65785,15.42019,30.65785,11.0025,4.703703,13.6,2.07E+11,7.52E+10,,,,,,,,6.04,0,1,14,2,,,,,,,,,,,,,,,,,0
france,1975,,,,,,,3.473527,7.923333,30.98492,16.08747,30.98492,10.31167,-1.135275,11.7,2.32E+11,9.27E+10,,469,0,251,43.1,0.5538483,0.4479363,5.9,0,0,14,2,0,0,0,,3,3,1,,,,178,53,20,,,,251
france,1976,,,,,,,3.849953,8.69,29.36016,15.10429,29.36016,10.51,4.338905,9.6,2.69E+11,1.08E+11,,469,0,251,43.1,0.5538483,0.4479363,5.94,2,1,14,2,0,0,0,,3,3,1,,,,178,53,20,,,,251
france,1977,,,,,,,4.324962,9.215834,28.92071,14.98833,28.92071,10.99167,3.619228,9.5,3.03E+11,1.24E+11,,469,0,251,43.1,0.5538483,0.4479363,5.98,1,0,13,2,0,0,0,,3,3,1,,,,178,53,20,,,,251
france,1978,,-1.974119,,,,,4.550194,8.156667,30.0249,,30.0249,10.61167,3.912131,9.3,3.44E+11,1.44E+11,1.46E+11,469,0,251,43.1,0.5538483,0.4479363,6.02,0,1,18,2,1,1,0,3,3,3,1,,,,178,53,20,,,,251
france,1979,-1.974119,-0.7199821,,,,0,5.075751,9.483334,30.2205,,30.2205,10.8475,3.413937,10.6,3.92E+11,1.63E+11,1.73E+11,481,0,278,49.3,0.5058227,0.4959614,6.06,0,0,18,2,0,0,0,,3,3,,,,,150,121,16,,,,287
france,1980,-0.7199821,-0.3797328,,,,0,5.399748,12.20917,29.78378,20.7328,29.78378,13.78417,1.589725,13.6,4.44E+11,1.90E+11,2.01E+11,481,0,278,49.3,0.5058227,0.4959614,6.1,0,0,18,2,0,0,0,,3,3,,,,,154,124,0,,,,278
france,1981,-0.3797328,-1.451156,,,,0,6.375256,15.25917,28.93922,21.95742,28.93922,16.29167,1.028639,13.3,5.01E+11,2.23E+11,2.27E+11,481,0,278,49.3,0.5058227,0.4959614,6.08,0,1,33,4,1,0,1,6,3,3,,,,,154,124,0,,,,278
france,1982,-1.451156,-1.750853,0,0,0,0,6.924966,14.61583,32.84618,25.27419,32.84618,15.9975,2.405473,12,5.75E+11,2.63E+11,2.68E+11,491,1,333,56.76,0.7500924,0.2506603,6.06,0,0,33,4,0,0,0,,1,1,,,,,285,44,0,,,,329
france,1983,-1.750853,-0.5814896,0,0,0,0,7.249949,12.4675,33.79568,26.58555,33.79568,14.36833,1.243445,9.5,6.39E+11,2.94E+11,3.00E+11,491,1,333,56.76,0.7500924,0.2506603,6.04,0,1,21,4,0,0,0,,1,1,,,,,285,44,0,,,,329
france,1984,-0.5814896,-0.2534195,0,0,0,0,8.451996,11.7025,35.50069,28.97667,35.50069,13.40417,1.608775,7.7,6.95E+11,3.26E+11,3.33E+11,491,1,333,56.76,0.7500924,0.2506603,6.02,0,1,21,4,0,0,0,,1,1,,,,,285,44,0,,,,329
france,1985,-0.2534195,-0.1533464,0,0,0,0,8.950541,9.943334,37.09706,30.58572,37.09706,11.86667,1.702142,5.8,7.45E+11,3.52E+11,3.58E+11,491,1,333,56.76,0.7500924,0.2506603,6,0,0,21,4,0,0,0,,1,1,,,,,285,44,0,,,,329
france,1986,-0.1533464,-0.3556865,0,0,0,0,8.949972,7.7095,37.93702,31.12671,37.93702,9.119166,2.176835,2.5,8.01E+11,3.73E+11,3.78E+11,491,1,333,56.76,0.7500924,0.2506603,6.2,0,1,23,2,1,1,0,3,3,3,3,,,,147,77,53,,,,277
france,1987,-0.3556865,0.7385883,0,0,0,0,9.12499,8.268942,39.3746,33.43368,39.3746,9.475833,2.392005,3.3,8.41E+11,3.87E+11,4.01E+11,585,9,286,40.98,0.3711184,0.6310882,6.4,0,0,23,2,0,0,0,,3,3,3,,,,147,77,53,,,,277
france,1988,0.7385883,-0.5867069,0,0,0,0,8.799402,7.942167,39.12157,33.30576,39.12157,9.08,4.534245,2.7,9.08E+11,4.09E+11,4.24E+11,585,9,286,40.98,0.3711184,0.6310882,6.6,0,1,19,4,1,0,1,6,3,3,3,,,,147,77,53,,,,277
france,1989,-0.5867069,-0.5421955,0,0,0,0,8.17472,9.398808,38.94358,34.03048,38.94358,8.7975,4.393,3.5,9.80E+11,4.29E+11,4.54E+11,550,3,275,48.67,0.9088132,0.0915196,6.8,0,0,19,4,0,0,0,,1,1,,,,,262,9,0,,,,271
france,1990,-0.5421955,-1.235766,0,0,0,0,7.924952,10.3214,38.57385,35.20595,38.57385,9.9325,2.589574,3.2,1.03E+12,4.55E+11,4.81E+11,550,3,275,48.67,0.9088132,0.0915196,7,0,1,19,4,0,0,0,,1,1,,,,,262,9,0,,,,271
france,1991,-1.235766,-1.340897,0,0,0,0,8.174677,9.615025,39.46294,35.95124,39.46294,9.036667,1.09611,3.2,1.07E+12,4.84E+11,5.03E+11,550,3,275,48.67,0.9088132,0.0915196,7,0,1,17,4,0,0,0,,1,1,,,,,262,9,0,,,,271
france,1992,-1.340897,-2.453928,0,0,0,0,9.051096,10.34462,43.84585,39.72075,43.84585,8.5875,1.316355,2.4,1.11E+12,5.15E+11,5.19E+11,550,3,275,48.67,0.9088132,0.0915196,7,0,1,18,4,0,0,0,,1,1,,,,,262,9,0,,,,271
france,1993,-2.453928,-3.186239,0,0,0,0,10.07579,8.586859,50.8022,46.02472,50.8022,6.775,-0.6525785,2.1,1.12E+12,5.54E+11,5.37E+11,553,3,275,48.67,0.9088132,0.0915196,7,0,1,21,2,1,1,0,3,3,3,,,,,247,213,0,,,,460
france,1994,-3.186239,-1.994953,0,0,0,0,10.72491,5.846675,60.08278,49.22786,60.08278,7.215833,2.207232,1.7,1.16E+12,5.64E+11,5.55E+11,577,0,460,54.11,0.5027316,0.4983518,7,0,0,21,2,0,0,0,,3,3,,,,,247,213,0,,,,460
france,1995,-1.994953,-2.170473,1,0,0,0,10.04312,6.578183,62.60316,55.40968,62.60316,7.535,2.173847,1.8,1.20E+12,5.80E+11,5.77E+11,577,0,460,54.11,0.5027316,0.4983518,7,0,1,24,2,0,1,0,,3,3,,,,,247,213,0,,,,460
france,1996,-2.170473,-0.2798527,1,0,0,0,10.55922,3.935625,66.36637,58.02999,66.36637,6.310833,1.047119,2,1.23E+12,6.05E+11,6.11E+11,577,0,460,54.11,0.5027316,0.4983518,7.06,0,0,25,2,0,0,0,,3,3,,,,,247,213,0,,,,460
france,1997,-0.2798527,0.4079794,1,0,0,0,10.71516,3.462833,68.93197,59.39868,68.93197,5.581666,2.166372,1.2,1.26E+12,6.25E+11,6.29E+11,577,0,460,54.11,0.5027316,0.4983518,7.12,0,1,25,4,1,0,1,5,3,3,,,,,247,213,0,,,,460
france,1998,0.4079794,0.5418991,1,0,0,0,10.28645,3.557108,70.40073,59.54111,70.40073,4.64,3.407339,0.6,1.32E+12,6.37E+11,6.55E+11,577,0,319,48.25,0.5863642,0.4146606,7.18,0,0,25,4,0,0,0,,1,1,1,,,,241,38,12,,,,291
france,1999,0.5418991,0.7357293,1,0,0,0,9.984125,2.9635,66.85654,58.85128,66.85654,4.609167,3.180057,0.5,1.37E+12,6.55E+11,6.87E+11,577,0,319,48.25,0.5863642,0.4146606,7.24,0,0,18,4,0,0,0,,1,1,1,,,,241,38,12,,,,291
france,2000,0.7357293,0.3298557,0,0,0,0,8.526357,4.391767,65.73214,57.40472,65.73214,5.394166,3.871381,1.7,1.44E+12,6.82E+11,7.14E+11,577,0,319,48.25,0.5863642,0.4146606,7.3,0,1,18,4,0,0,0,,1,1,1,,,,241,38,12,,,,291
france,2001,0.3298557,0.2385512,1,0,0,0,7.74149,4.261783,64.30377,56.94211,64.30377,4.939167,1.787724,1.6,1.50E+12,7.06E+11,7.40E+11,577,0,319,48.25,0.5863642,0.4146606,7,0,0,18,4,0,0,0,,1,1,1,,,,241,38,12,,,,291
france,2002,0.2385512,-0.8703841,0,0,0,0,7.879434,3.318592,67.53516,59.10839,67.53516,4.860833,0.9456614,1.9,1.54E+12,7.48E+11,7.55E+11,577,0,319,48.25,0.5863642,0.4146606,7.2,0,1,18,2,1,1,0,6,1,1,1,,,,241,38,12,,,,291
france,2003,-0.8703841,-1.261081,0,0,0,0,8.504931,2.333467,71.73757,63.28472,71.73757,4.13,0.8878939,2.1,1.59E+12,7.77E+11,7.71E+11,577,0,384,51.18,0.8603652,0.1399994,7.4,0,0,18,2,0,0,0,,3,3,,,,,355,29,0,,,,384
france,2004,-1.261081,-0.8016109,0,0,0,0,8.86457,2.106333,74.11443,65.20405,74.11443,4.099167,2.347122,2.1,1.65E+12,8.09E+11,8.10E+11,577,0,384,51.18,0.8603652,0.1399994,7.4,0,1,18,2,0,0,0,,3,3,,,,,355,29,0,,,,384
france,2005,-0.8016109,-0.3773513,0,0,0,0,8.883366,2.184683,76.04012,66.79678,76.04012,3.41,1.867116,1.7,1.72E+12,8.47E+11,8.49E+11,577,0,384,51.18,0.8603652,0.1399994,7.3,0,1,23,2,0,0,0,,3,3,,,,,355,29,0,,,,384
france,2006,-0.3773513,-0.2052542,0,0,0,0,8.838117,3.079225,71.21102,64.07818,71.21102,3.7975,2.656694,1.7,1.80E+12,8.77E+11,8.98E+11,577,0,384,51.18,0.8603652,0.1399994,7.4,0,0,23,2,0,0,0,,3,3,,,,,355,29,0,,,,384
france,2007,-0.2052542,-0.8841426,0,0,0,0,8.012821,4.277608,72.96157,64.21481,72.96157,4.304167,2.234436,1.5,1.89E+12,9.11E+11,9.31E+11,577,0,384,51.18,0.8603652,0.1399994,7.5,0,,25,2,1,1,0,6,3,3,,,,,355,29,0,,,,384
france,2008,-0.8841426,-0.9568093,0,0,0,0,7.391175,4.634233,79.26768,68.20833,79.26768,4.234167,-0.197207,2.8,1.93E+12,9.43E+11,9.56E+11,580,0,335,38.15,0.8772823,0.1230852,7.5,0,,25,2,0,0,0,,3,,,,,,313,22,0,,,,335
france,2009,-0.9568093,-3.876354,,,,0,9.145298,1.228358,90.81797,79.19341,90.81797,3.648333,-2.632064,0.1,1.89E+12,9.95E+11,9.20E+11,580,0,335,38.15,0.8772823,0.1230852,7.4,0,,25,2,0,0,0,,3,,,,,,313,22,0,,,,335
france,2010,-3.876354,-2.927571,,,,0,9.358459,0.8109583,95.18073,82.35574,95.18073,3.118333,1.384402,1.5,1.93E+12,1.02E+12,9.50E+11,580,0,335,38.15,0.8772823,0.1230852,7.3,0,,25,2,0,0,0,,3,,,,,,313,22,0,,,,335
france,2011,-2.927571,-1.587492,,,,1,9.197118,1.3906,98.62231,85.78503,98.62231,3.275833,1.630003,2.1,1.99E+12,1.04E+12,9.98E+11,580,0,335,38.15,0.8772823,0.1230852,,,,25,2,0,0,0,,3,,,,,,313,22,0,,,,335
france,2012,-1.587492,0.0383836,,,,1,9.666396,0.5731834,102.3515,90.23287,102.3515,3.47,0.3069035,2,2.03E+12,1.05E+12,1.03E+12,580,0,335,38.15,0.8772823,0.1230852,,,,,4,,,,,3,,,,,,313,22,0,,,,335
france,2013,0.0383836,1.861197,,,,1,9.828549,0.2206667,104.0538,,104.0538,4.0325,1.364852,0.9,2.08E+12,1.06E+12,1.07E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
germany,1967,,,,,,,1.218033,4.2675,19.68888,22.54669,19.68888,7.008333,-0.2462675,1.8,2.64E+11,8.87E+10,9.67E+10,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,0
germany,1968,,,,,,,0.8589843,3.808333333,20.26706,22.48633,20.26706,6.716667,5.539268,1.5,2.85E+11,9.67E+10,1.07E+11,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,0
germany,1969,,,,,,,0.4691946,5.785833333,18.3907,20.28112,18.3907,6.95,7.460503,1.9,3.19E+11,1.06E+11,1.24E+11,,,,,,,,0,1,,3,,,,,,,,,,,,,,,,,0
germany,1970,,-3.151228,,,,,0.3858834,9.406666667,17.47637,18.26954,17.47637,8.216666,5.036755,3.5,3.61E+11,1.18E+11,1.37E+11,,,,,,,7.4,1,0,14,4,,,,,,,,,,,,,,,,,0
germany,1971,-3.151228,-2.975157,,,,0,0.4917666,7.148333333,17.63706,18.37774,17.63706,8.183333,3.01178,5.2,4.00E+11,1.36E+11,1.57E+11,,,,,,,7.28,0,0,14,4,,,,,,,,,,,,,,,,,0
germany,1972,-2.975157,-3.12667,,,,0,0.6547311,5.610833333,18.02711,18.53731,18.02711,8.216666,4.268212,5.5,4.36E+11,1.54E+11,1.73E+11,,,,,,,7.16,1,0,13,4,,,,,,,,,,,,,,,,,0
germany,1973,-3.12667,-1.741154,,,,0,0.759429,12.1425,16.68311,18.10153,16.68311,9.433333,4.965411,7,4.87E+11,1.76E+11,2.03E+11,,,,,,,7.04,0,0,16,4,,,,,,,,,,,,,,,,,0
germany,1974,-1.741154,-2.799205,,,,0,1.268794,9.9025,17.557,19.02322,17.557,10.55833,1.006162,7,5.27E+11,2.04E+11,2.22E+11,,,,,,,6.92,1,1,14,4,,,,,,,,,,,,,,,,,0
germany,1975,-2.799205,-4.453701,0,0,0,0,2.282119,4.959166667,22.6423,24.33429,22.6423,8.8,-0.8918902,5.9,5.52E+11,2.36E+11,2.33E+11,0,,0,0,,,6.8,0,0,14,4,0,0,0,,1,2,,,,,242,42,0,,,,284
germany,1976,-4.453701,-3.086134,0,0,0,0,2.368057,4.248333333,24.9127,,24.9127,8.158334,4.445052,4.2,5.96E+11,2.53E+11,2.62E+11,0,,0,0,,,6.88,0,0,14,4,1,1,0,10,1,2,,,,,242,42,0,,,,284
germany,1977,-3.086134,-2.684004,0,0,0,0,2.238973,4.365,26.16103,27.00187,26.16103,6.65,3.502422,3.7,6.36E+11,2.68E+11,2.83E+11,518,0,264,50.5,0.7428834,0.2580943,6.96,1,0,14,4,0,0,0,,1,3,,,,,224,40,0,,,,264
germany,1978,-2.684004,-3.174044,0,0,0,0,2.094512,3.7,27.74053,28.38552,27.74053,6.25,3.106421,2.7,6.79E+11,2.82E+11,2.95E+11,518,0,264,50.5,0.7428834,0.2580943,7.04,0,0,14,4,0,0,0,,1,3,,,,,224,40,0,,,,264
germany,1979,-3.174044,-3.881981,0,0,0,0,1.763077,6.686666667,28.52671,29.29331,28.52671,7.7,4.28506,4,7.38E+11,3.02E+11,3.17E+11,518,0,264,50.5,0.7428834,0.2580943,7.12,0,0,14,4,0,0,0,,1,3,,,,,224,40,0,,,,264
germany,1980,-3.881981,-3.535564,0,0,0,0,1.730997,9.536666667,30.22551,31.25443,30.22551,8.566667,1.30375,5.4,7.88E+11,3.24E+11,3.39E+11,518,0,264,50.5,0.7428834,0.2580943,7.2,0,0,14,4,1,1,0,10,1,3,,,,,224,40,0,,,,264
germany,1981,-3.535564,-2.480232,1,0,0,1,2.824679,12.105,33.64427,34.86248,33.64427,10.24167,0.6484521,6.3,8.27E+11,3.46E+11,3.52E+11,497,0,271,53.5,0.6853529,0.3158125,7.22,0,0,16,4,0,0,0,,1,3,,,,,218,53,0,,,,271
germany,1982,-2.480232,0.0632652,1,0,0,1,4.561539,8.878333333,36.48256,37.79184,36.48256,9.058333,-0.5127887,5.2,8.60E+11,3.61E+11,3.72E+11,497,0,271,53.5,0.6853529,0.3158125,7.24,1,1,16,4,0,0,0,,1,3,,,,,218,53,0,,,,271
germany,1983,0.0632652,1.277025,1,0,0,0,6.414034,5.776666667,38.22602,39.37616,38.22602,8.191667,1.466997,3.3,8.97E+11,3.69E+11,3.85E+11,497,0,279,55.1,0.4597706,0.5421727,7.26,0,0,15,2,1,0,1,3,3,3,3,,,,174,53,52,,,,279
